codigo,nombre,tipo,titularidad,municipio,provincia,comunidad,direccion,codigo_postal,telefono,email,web,latitud,longitud,curso_academico,enseñanzas,especialidad,familia_fp,situacion,fuente
4010802,Centro de Educación Infantil,Privado,Privado,Almería,Almería,Andalucía,"C/ Miguel de Molina, 1",4009.0,654387031.0,j.i.montessori@hotmail.com,,37.92688,-4.756309999999985,2021-22,,,,ALTA,da_centros-21-22
4010814,Centro de Educación Infantil,Privado,Privado,Almería,Almería,Andalucía,"C/ C/ Alcalde Muñoz, 37, bajo",4004.0,950274619.0,elenagimenezmunoz@gmail.com,,36.8425614,-2.459591000000046,2021-22,,,,ALTA,da_centros-21-22
4010841,Centro de Educación Infantil,Privado,Privado,Almería,Almería,Andalucía,C/ Alfonso Sánchez esq. Avda. Adolfo Suárez,4007.0,672696993.0,centroinfantilarrecife@gmail.com,,36.8274541,-2.442122100000006,2021-22,,,,ALTA,da_centros-21-22
4010875,Centro de Educación Infantil,Privado,Privado,Almería,Almería,Andalucía,"C/ Cámara, 2-4",4003.0,670523402.0,ayalramos@hotmail.com,,36.84388252104379,-2.463635289677516,2021-22,,,,ALTA,da_centros-21-22
4010887,Centro de Educación Infantil,Privado,Privado,El Ejido,Almería,Andalucía,"C/ Levante, 18",4716.0,637807614.0,centro.lanana@gmail.com,,36.7566336,-2.7414768999999524,2021-22,,,,ALTA,da_centros-21-22
4010899,Centro Docente Privado,Privado,Privado,Almería,Almería,Andalucía,"C/ Adolfo Marsillac, s/n",4007.0,644025907.0,antoniodelsaz@almeriacolegiointernacional.com,,40.2140789,-3.5728868999999577,2021-22,eso,,,ALTA,da_centros-21-22
4010905,Centro Docente Privado,Privado,Privado,Almería,Almería,Andalucía,Avda. Cabo de Gata 36,4007.0,950805057.0,almeria@medac.es,,36.8241522,-2.446106900000018,2021-22,,,,ALTA,da_centros-21-22
4010917,Centro de Educación Infantil,Privado,Privado,El Ejido,Almería,Andalucía,"C/ Julio César, s/n",4700.0,630177282.0,monimuriana@hotmail.com,,36.775524235904,-2.80726993737671,2021-22,,,,ALTA,da_centros-21-22
4010929,Centro Docente Privado,Privado,Privado,Roquetas de Mar,Almería,Andalucía,"C/ Juan de Austria, 44",4720.0,950341144.0,campomar@efacampomar.es,,36.845526,-2.4656049000000166,2021-22,,,,ALTA,da_centros-21-22
4010930,Centro de Educación Infantil,Privado,Privado,Almería,Almería,Andalucía,"C/ Maldonado Entrena, 14",4003.0,609838039.0,info@lacasamagica.com.es,,36.842868,-2.463464700000032,2021-22,,,,ALTA,da_centros-21-22
4010942,Colegio de Educación Infantil y Primaria,Público,Público,El Ejido,Almería,Andalucía,C/ Sal (Esquina calle mascarón),4711.0,682193914.0,,,36.71107681684142,-2.804063907392069,2021-22,inf_publica,,,ALTA,da_centros-21-22
4010991,Colegio de Educación Infantil y Primaria,Público,Público,Viator,Almería,Andalucía,"C/ Pintor Velázquez, s/n",4240.0,,,,36.8862908739872,-2.42209259416064,2021-22,inf_publica,,,ALTA,da_centros-21-22
4011004,Centro de Educación Infantil,Privado,Privado,Huércal-Overa,Almería,Andalucía,"C/ Uruguay, bajo, Edif. Montesol II",4600.0,605833460.0,belzunces1@hotmail.com,,37.3852843,-1.94138739999994,2021-22,,,,ALTA,da_centros-21-22
4011028,Centro de Educación Infantil,Privado,Privado,Huércal-Overa,Almería,Andalucía,"Avda. Guillermo Reyna, 40",4600.0,671303383.0,garabatoshuercalovera@gmail.com,,37.395605,-1.9451735999999755,2021-22,,,,ALTA,da_centros-21-22
4011090,Centro de Educación Infantil,Privado,Privado,El Ejido,Almería,Andalucía,"C/ Octavio Augusto, 24",4700.0,654683936.0,MUNDOPARKSCHOOL@HOTMAIL.ES,,36.7758324,-2.8092825999999604,2021-22,,,,ALTA,da_centros-21-22
4011107,Centro de Educación Infantil,Privado,Privado,Berja,Almería,Andalucía,"Paseo de Cervantes, s/n. (Esquina C/ Doctor Caba)",4760.0,666266466.0,ceielprincipitoberja@gmail.com,,36.84728624479282,-2.9455470004554627,2021-22,,,,ALTA,da_centros-21-22
4011132,Centro de Educación Infantil,Privado,Privado,Adra,Almería,Andalucía,"Ctra. de Málaga, esquina con C/ Baleares",4770.0,659915943.0,habiaunavez45@gmail.com,,36.747964449369,-3.02404140277957,2021-22,,,,ALTA,da_centros-21-22
4011144,Centro autorizado de Enseñanzas Deportivas,Privado,Privado,Pulpí,Almería,Andalucía,"C/ de los Niños, 2",4640.0,,,,37.4116876,-1.74318930000004,2021-22,,,,ALTA,da_centros-21-22
4011156,Centro Docente Privado,Privado,Privado,Almería,Almería,Andalucía,"Avda. Cabo de Gata, 36",4007.0,671687512.0,www.tecnicoinfantil@noxislab.com,,36.8321773056417,-2.45873514058234,2021-22,,,,ALTA,da_centros-21-22
4011168,Centro de Educación Infantil,Privado,Privado,Almería,Almería,Andalucía,"C/ Campoverde, s/n",4008.0,649175712.0,eivillapequesuenos@hotmail.com,,36.8486252,-2.458143800000016,2021-22,,,,ALTA,da_centros-21-22
4011181,Centro de Educación Infantil,Privado,Privado,Almería,Almería,Andalucía,"Avda. de la Innovación, s/n",4130.0,950283390.0,auromima@gmail.com,,36.8764586,-2.3336274000000685,2021-22,,,,ALTA,da_centros-21-22
4011193,Escuela Infantil,Público,Público,Los Gallardos,Almería,Andalucía,"C/ Margallo, 15",4280.0,950037832.0,eilosgallardos@elsaliente.com,,37.1690598,-1.942292400000042,2021-22,inf_publica,,,ALTA,da_centros-21-22
4011211,Centro Docente Privado,Privado,Privado,Vera,Almería,Andalucía,C/ Coletos s/n,4620.0,958158506.0,tecnicosdeportivos@iundenia.com,,37.1954527509449,-3.60991662845417,2021-22,,,,ALTA,da_centros-21-22
4011223,Centro Docente Privado,Privado,Privado,Huércal-Overa,Almería,Andalucía,"Avda. Guillermo Reyna, 9",4600.0,958158506.0,tecnicosdeportivos@iundenia.com,,37.1954377987875,-3.60990589538152,2021-22,,,,ALTA,da_centros-21-22
4011247,Centro de Educación Infantil,Privado,Privado,Adra,Almería,Andalucía,"Avda. del Mediterráneo, 70",4770.0,677775242.0,lolimp81@hotmail.com,,36.74563841512666,-3.016199645122697,2021-22,,,,ALTA,da_centros-21-22
4011259,Centro Docente Privado de Educación Especial,Privado,Privado,Olula del Río,Almería,Andalucía,"C/ Ventura Rodríguez, 1-3",4860.0,608785286.0,jfgarre@hotmail.com,,37.3534798,-2.2982143000000406,2021-22,ee,,,ALTA,da_centros-21-22
4011260,Centro autorizado de Enseñanzas Deportivas,Privado,Privado,Almería,Almería,Andalucía,"C/ Leonardo, 23, 1º A",4004.0,950181724.0,direccion@estudiosalmerienses.com,,37.47242,-4.42523,2021-22,,,,ALTA,da_centros-21-22
4011272,Centro de Educación Infantil,Privado,Privado,Vícar,Almería,Andalucía,"C/ Santo Cristo, 109",4738.0,633325491.0,centroludicoinfantilsonrisas@gmail.com,,36.8057151797296,-2.62079213047515,2021-22,,,,ALTA,da_centros-21-22
4011296,Centro de Educación Infantil,Privado,Privado,Adra,Almería,Andalucía,"C/ Buenavista, 54",4770.0,622553248.0,Marina_gpz@hotmail.com,,36.7489047381089,-3.01803026892835,2021-22,,,,ALTA,da_centros-21-22
4011302,Centro de Educación Infantil,Privado,Privado,Vícar,Almería,Andalucía,"C/ Serrano, 60-64",4738.0,617368117.0,pequesabios16@gmail.com,,36.8047592086155,-2.63060623534107,2021-22,,,,ALTA,da_centros-21-22
4011314,Centro de Educación Infantil,Privado,Privado,Roquetas de Mar,Almería,Andalucía,"Ctra. Los Parrales, 302 (Esquina con calle los Galos)",4720.0,687751255.0,gemamariaalonsosanchez@gmail.com,,36.8013834445725,-2.58560854558858,2021-22,,,,ALTA,da_centros-21-22
4011326,Centro de Educación Infantil,Privado,Privado,Almería,Almería,Andalucía,"Rbla. Obispo Orberá, 23",4001.0,950250781.0,deo.gomez@emmaalmeria.es,,36.84075899744792,-2.462166795155753,2021-22,,,,ALTA,da_centros-21-22
4011351,Centro de Educación Infantil,Privado,Privado,Adra,Almería,Andalucía,"C/ San Nicolás, 3, Bajo C",4770.0,637729674.0,eichispas@hotmail.com,,36.7475612868697,-3.01958459641144,2021-22,,,,ALTA,da_centros-21-22
4011363,Centro de Educación Infantil,Privado,Privado,El Ejido,Almería,Andalucía,"C/ La Línea, 85",4700.0,665446595.0,escuelaelpatio@gmail.com,,36.7661744552943,-2.81711709236319,2021-22,,,,ALTA,da_centros-21-22
4011375,Centro de Educación Infantil,Privado,Privado,Antas,Almería,Andalucía,"Avda. Blas Infante, 30",4628.0,682499944.0,vanessa.da@hotmail.es,,37.2477225612813,-1.91627864975128,2021-22,,,,ALTA,da_centros-21-22
4011387,Centro de Educación Infantil,Privado,Privado,Roquetas de Mar,Almería,Andalucía,"Avda. Las losas, 15",4721.0,696691373.0,hogarmontessori.info@gmail.com,,36.8030344322435,-2.60094980362851,2021-22,,,,ALTA,da_centros-21-22
4011399,Centro Docente Privado,Privado,Privado,El Ejido,Almería,Andalucía,"C/ Arquitecto Pérez de Arezana, s/n",4700.0,950887887.0,elejido@medac.es,,36.770854392514,-2.80999785600276,2021-22,,,,ALTA,da_centros-21-22
4011429,Centro de Educación Infantil,Privado,Privado,Berja,Almería,Andalucía,"C/ Córdoba, 3 Bajo",4760.0,675026719.0,ceifabulinoschool@gmail.com,,36.8401333907379,-2.94426988677582,2021-22,,,,ALTA,da_centros-21-22
4011430,Centro de Educación Infantil,Privado,Privado,Carboneras,Almería,Andalucía,"C/ Zurbarán, 8, esquina  calle Didión",4140.0,654594854.0,amaliaguarderia@hotmail.com,,37.00200931106246,-1.8915700568521496,2021-22,,,,ALTA,da_centros-21-22
4011454,Centro de Educación Infantil,Privado,Privado,El Ejido,Almería,Andalucía,"C/ Almería, 88",4700.0,633041877.0,emico1977@gmail.com,,36.77368003854376,-2.815174084435041,2021-22,,,,ALTA,da_centros-21-22
4011466,Centro de Educación Infantil,Privado,Privado,El Ejido,Almería,Andalucía,"C/ del Cine, 7",4700.0,643375385.0,escuelainfantilmundodecolores@gmail.com,,36.7735989904151,-2.8150666734188783,2021-22,,,,ALTA,da_centros-21-22
4011481,Centro de Educación Infantil,Privado,Privado,Adra,Almería,Andalucía,"C/ Diana, esquina C/ Horus",4770.0,619822124.0,ceinsdelavega@gmail.com,,36.76039858536042,-2.974375807995507,2021-22,,,,ALTA,da_centros-21-22
4011491,Centro de Educación Infantil,Privado,Privado,Níjar,Almería,Andalucía,"Plaza del Mercado, 3",4110.0,619355725.0,ceiacuarelas@outlook.es,,36.9344526350799,-2.13298347635884,2021-22,,,,ALTA,da_centros-21-22
4011508,Centro de Educación Infantil,Privado,Privado,Adra,Almería,Andalucía,"C/ Zodiaco, 64",4770.0,643992863.0,eientrenubes@gmail.com,,36.760689689406,-2.97441526701879,2021-22,,,,ALTA,da_centros-21-22
4011511,Centro de Educación Infantil,Privado,Privado,El Ejido,Almería,Andalucía,"Avda. Nicolás Salmerón, 31",4700.0,626283093.0,04011511.edu@juntadeandalucia.es,,36.77155816718375,-2.810237041342514,2021-22,,,,ALTA,da_centros-21-22
4011521,Centro de Educación Infantil,Privado,Privado,Vera,Almería,Andalucía,"C/ Cerezo, 13",4620.0,647774978.0,puppy_ludoteca@hotmail.com,,37.2457068704374,-1.85868332313765,2021-22,,,,ALTA,da_centros-21-22
4011600,Centro Docente Privado de Educación Especial,Privado,Privado,Almería,Almería,Andalucía,"Avda. del Meditarráneo, 9 Local 11",4007.0,950106823.0,centrointeractua@interactua.es,,36.8242352971168,-2.44524250598789,2021-22,,,,ALTA,da_centros-21-22
4011612,Centro de Educación Infantil,Privado,Privado,El Ejido,Almería,Andalucía,"C/ Júpiter, s/n",4700.0,626283093.0,caritasfelicescei@gmail.com,,36.7730709228071,-2.80974819977803,2021-22,,,,ALTA,da_centros-21-22
4011661,Centro Docente Privado,Privado,Privado,Huércal-Overa,Almería,Andalucía,"Ctra. de la estación, 145",4600.0,,,,37.47242,-4.42523,2021-22,,,,ALTA,da_centros-21-22
4500039,Sección de Educación Permanente,Público,Público,Alhama de Almería,Almería,Andalucía,"Plaza Inmaculada, s/n",4400.0,950156670.0,04500039.edu@juntadeandalucia.es,,36.956662959,-2.569755306,2021-22,,,,ALTA,da_centros-21-22
4500040,Sección de Educación Permanente,Público,Público,Gádor,Almería,Andalucía,"C/ La Paz, 9",4560.0,950156660.0,04500040.edu@juntadeandalucia.es,,36.95385355,-2.492868425,2021-22,,,,ALTA,da_centros-21-22
4500064,Sección de Educación Permanente,Público,Público,Rioja,Almería,Andalucía,"C/ Granero, s/n",4260.0,670943837.0,04500064.edu@juntadeandalucia.es,,36.948007413,-2.463033506,2021-22,,,,ALTA,da_centros-21-22
4500088,Sección de Educación Permanente,Público,Público,Vélez-Blanco,Almería,Andalucía,"C/ Teatro, s/n",4830.0,950415015.0,04500088.edu@juntadeandalucia.es,,37.692402376,-2.095541277,2021-22,,,,ALTA,da_centros-21-22
4500091,Sección de Educación Permanente,Público,Público,María,Almería,Andalucía,"C/ Virgen de la Cabeza, s/n",4838.0,950419565.0,04500091.edu@juntadeandalucia.es,,37.712052206,-2.164176819,2021-22,,,,ALTA,da_centros-21-22
4500118,Sección de Educación Permanente,Público,Público,Chirivel,Almería,Andalucía,"C/ Paseo, 3",4825.0,950419543.0,04500118.edu@juntadeandalucia.es,,37.595694163,-2.264207786,2021-22,,,,ALTA,da_centros-21-22
4500121,Centro de Educación Permanente,Público,Público,Vélez-Rubio,Almería,Andalucía,"C/ Carrera del Carmen, 27",4820.0,950419563.0,04500121.edu@juntadeandalucia.es,,37.648646163,-2.075941024,2021-22,,,,ALTA,da_centros-21-22
4500131,Sección de Educación Permanente,Público,Público,Oria,Almería,Andalucía,"Avda. Andalucía, s/n. C.P. San Gregorio",4810.0,671593054.0,04500131.edu@juntadeandalucia.es,,37.534330884,-2.202822947,2021-22,,,,ALTA,da_centros-21-22
4500143,Sección de Educación Permanente,Público,Público,Laujar de Andarax,Almería,Andalucía,"C/ Villaespesa, 63",4470.0,950515518.0,04500143.edu@juntadeandalucia.es,,36.993504176053726,-2.893695831298828,2021-22,,,,ALTA,da_centros-21-22
4500155,Sección de Educación Permanente,Público,Público,Fondón,Almería,Andalucía,"C/ La Fuente, 2",4460.0,950515515.0,04500155.edu@juntadeandalucia.es,,36.98956715,-2.85953826,2021-22,,,,ALTA,da_centros-21-22
4500179,Sección de Educación Permanente,Público,Público,Canjáyar,Almería,Andalucía,"C/ Animas, 3",4450.0,950515514.0,carmenmarinlopez@hotmail.com,,37.01234542743332,-2.741035223007202,2021-22,,,,ALTA,da_centros-21-22
4500180,Sección de Educación Permanente,Público,Público,Alcolea,Almería,Andalucía,"C/ Carretera, 21",4480.0,950608135.0,04500180.edu@juntadeandalucia.es,,36.97257117,-2.961802893,2021-22,,,,ALTA,da_centros-21-22
4500192,Sección de Educación Permanente,Público,Público,Paterna del Río,Almería,Andalucía,"C/ Iglesia, 21",4479.0,950515504.0,04500192.edu@juntadeandalucia.es,,37.021560204,-2.953088587,2021-22,,,,ALTA,da_centros-21-22
4500209,Sección de Educación Permanente,Público,Público,Ohanes,Almería,Andalucía,"C/ Maestro Luis Cortés, 2",4459.0,,04500209.edu@juntadeandalucia.es,,37.038387381,-2.745511785,2021-22,,,,ALTA,da_centros-21-22
4500234,Centro de Educación Permanente,Público,Público,Adra,Almería,Andalucía,"C/ Marisma, 6",4770.0,950579500.0,04500234.edu@juntadeandalucia.es,,36.74924634716129,-3.0210742829151136,2021-22,,,,ALTA,da_centros-21-22
4500283,Sección de Educación Permanente,Público,Público,Dalías,Almería,Andalucía,"C/ Casino, 18",4750.0,626466792.0,mmoralcalle@gmail.com,,36.822375559,-2.873052665,2021-22,,,,ALTA,da_centros-21-22
4500313,Centro de Educación Permanente,Público,Público,Vícar,Almería,Andalucía,"C/ Cristobal Colón, 55",4738.0,950156307.0,04500313.edu@juntadeandalucia.es,,36.82739507,-2.645305246,2021-22,,,,ALTA,da_centros-21-22
4500337,Sección de Educación Permanente,Público,Público,La Mojonera,Almería,Andalucía,"C/ del Sol, 4",4745.0,950156329.0,04500337.edu@juntadeandalucia.es,,36.751694219,-2.691537828,2021-22,,,,ALTA,da_centros-21-22
4500374,Centro de Educación Permanente,Público,Público,Roquetas de Mar,Almería,Andalucía,"C/ Juan Bonachera, 48",4740.0,950156493.0,04500374.edu@juntadeandalucia.es,,36.7620202249685,-2.61313921639527,2021-22,,,,ALTA,da_centros-21-22
4500416,Sección de Educación Permanente,Público,Público,Sorbas,Almería,Andalucía,"C/ Santa Isabel, 1",4270.0,950364036.0,04500416.edu@juntadeandalucia.es,,37.098223682,-2.124956024,2021-22,,,,ALTA,da_centros-21-22
4500428,Sección de Educación Permanente,Público,Público,Huércal-Overa,Almería,Andalucía,"C/ Segura, s/n",4600.0,950451633.0,04500428.edu@juntadeandalucia.es,,37.385547123,-1.945827232,2021-22,,,,ALTA,da_centros-21-22
4500431,Sección de Educación Permanente,Público,Público,Pulpí,Almería,Andalucía,"C/ Los Niños, s/n",4640.0,950451980.0,04500431.edu@juntadeandalucia.es,,37.411249591,-1.743542457,2021-22,,,,ALTA,da_centros-21-22
4500453,Centro de Educación Permanente,Público,Público,Cuevas del Almanzora,Almería,Andalucía,"Plaza Plaza de Abastos, s/n, bajo",4610.0,950451635.0,04500453.edu@juntadeandalucia.es,,37.293382176,-1.876775042,2021-22,,,,ALTA,da_centros-21-22
4500465,Sección de Educación Permanente,Público,Público,Antas,Almería,Andalucía,"C/ Aire, s/n",4628.0,950451677.0,04500465.edu@juntadeandalucia.es,,37.244575135,-1.919394532,2021-22,,,,ALTA,da_centros-21-22
4500477,Centro de Educación Permanente,Público,Público,Vera,Almería,Andalucía,"C/ Labradores, s/n",4620.0,950390473.0,04500477.edu@juntadeandalucia.es,,37.246254679,-1.869526538,2021-22,,,,ALTA,da_centros-21-22
4500489,Sección de Educación Permanente,Público,Público,Turre,Almería,Andalucía,"C/ Salitre, 21",4639.0,950451736.0,04500489.edu@juntadeandalucia.es,,37.152498012,-1.893489828,2021-22,,,,ALTA,da_centros-21-22
4500490,Sección de Educación Permanente,Público,Público,Mojácar,Almería,Andalucía,"Tvsía. Mojacar-Turre, s/n",4638.0,687989954.0,sepmurgisakra@yahoo.es,,37.14073408,-1.850731921,2021-22,,,,ALTA,da_centros-21-22
4500507,Sección de Educación Permanente,Público,Público,Garrucha,Almería,Andalucía,"C/ Subida de la Marina, 1",4630.0,950451695.0,04500507.edu@juntadeandalucia.es,,37.184449934,-1.820532673,2021-22,,,,ALTA,da_centros-21-22
4500519,Sección de Educación Permanente,Público,Público,Los Gallardos,Almería,Andalucía,"C/ Molino, 1",4280.0,950398788.0,04500519.edu@juntadeandalucia.es,,37.167531261,-1.939684203,2021-22,,,,ALTA,da_centros-21-22
4500520,Centro de Educación Permanente,Público,Público,El Ejido,Almería,Andalucía,"C/ Zorrilla, 49",4700.0,950484816.0,04500520.edu@juntadeandalucia.es,,36.76931964,-2.819828178,2021-22,,,,ALTA,da_centros-21-22
4500581,Sección de Educación Permanente,Público,Público,Almería,Almería,Andalucía,"C/ Cervantes, 4",4003.0,950153302.0,04500581.edu@juntadeandalucia.es,,36.84437365805324,-2.4519331003677065,2021-22,,,,ALTA,da_centros-21-22
4500659,Sección de Educación Permanente,Público,Público,Almería,Almería,Andalucía,"C/ Vulcano, 12",4009.0,950228781.0,ctorrod_9_@hotmail.com,,36.847345915,-2.439702483,2021-22,,,,ALTA,da_centros-21-22
4500660,Centro de Educación Permanente,Público,Público,Almería,Almería,Andalucía,"Plaza Béjar, 19",4005.0,647756718.0,04500660.edu@juntadeandalucia.es,,36.844214589,-2.454484915,2021-22,,,,ALTA,da_centros-21-22
4500672,Sección de Educación Permanente,Público,Público,Almería,Almería,Andalucía,"Avda. Marenostrum, 1",4009.0,950156520.0,04500672.edu,,36.84700213262496,-2.4324846267700195,2021-22,,,,ALTA,da_centros-21-22
4500684,Sección de Educación Permanente,Público,Público,Almería,Almería,Andalucía,"C/ Largo Caballero, 41, Bajo",4008.0,950156629.0,04500684.edu@juntadeandalucia.es,,36.847551243,-2.468716728,2021-22,,,,ALTA,da_centros-21-22
4500696,Sección de Educación Permanente,Público,Público,Almería,Almería,Andalucía,"C/ Fernando de Rojas, 4 C.P. Alfredo Molina Martín",4008.0,950156638.0,04500696.edu@juntadeandalucia.es,,36.848341480815066,-2.4711567163467407,2021-22,,,,ALTA,da_centros-21-22
4500726,Sección de Educación Permanente,Público,Público,Almería,Almería,Andalucía,"Brr. Los Almendros, s/n. C.P. Los Almendros",4009.0,671599994.0,04500726.edu@juntadeandalucia.es,,36.863370527,-2.452643595,2021-22,,,,ALTA,da_centros-21-22
4500751,Centro de Educación Permanente,Público,Público,Almería,Almería,Andalucía,"C/ Gijón, 1",4007.0,950156581.0,navidad01@supercable.es,,36.833074385,-2.448945881,2021-22,,,,ALTA,da_centros-21-22
4500763,Centro de Educación Permanente,Público,Público,Almería,Almería,Andalucía,Avda. del Mar s/n. Centro Social Virgen del Mar,4002.0,950156636.0,04500763.edu@juntadeandalucia.es,,36.847547807,-2.457971838,2021-22,,,,ALTA,da_centros-21-22
4500775,Centro de Educación Permanente,Público,Público,Almería,Almería,Andalucía,"Ctra. de los Úbeda, s/n",4071.0,950153102.0,04500775.edu@juntadeandalucia.es,,36.86568220375763,-2.30438232421875,2021-22,,,,ALTA,da_centros-21-22
4500799,Sección de Educación Permanente,Público,Público,Huércal de Almería,Almería,Andalucía,"C/ Tierno Galván, 30",4230.0,950156603.0,04500799.edu@juntadeandalucía.es,,36.885007477,-2.439685508,2021-22,,,,ALTA,da_centros-21-22
4500805,Sección de Educación Permanente,Público,Público,Viator,Almería,Andalucía,"C/ García Moreno, s/n",4240.0,950156611.0,04500805.edu@juntadeandalucia.es,,36.889863596,-2.427799421,2021-22,,,,ALTA,da_centros-21-22
4500817,Sección de Educación Permanente,Público,Público,Pechina,Almería,Andalucía,"Avda. Andalucía, s/n",4250.0,950156612.0,04500817.edu@juntadeandalucia.es,,36.915469723,-2.440360822,2021-22,,,,ALTA,da_centros-21-22
4500866,Sección de Educación Permanente,Público,Público,Olula del Río,Almería,Andalucía,"C/ Almería, s/n",4860.0,950639620.0,04500866.edu@juntadeandalucia.es,,37.35773938675558,-2.297561466693878,2021-22,,,,ALTA,da_centros-21-22
4500878,Sección de Educación Permanente,Público,Público,Macael,Almería,Andalucía,"C/ Juan Jiménez, 12",4867.0,950639634.0,04500878.edu@juntadeandalucia.es,,37.331703702,-2.304388859,2021-22,,,,ALTA,da_centros-21-22
4500881,Sección de Educación Permanente,Público,Público,Fines,Almería,Andalucía,"C/ Jardines, 1",4869.0,950639630.0,04500881.edu@juntadeandalucia.es,,37.360346683,-2.263869477,2021-22,,,,ALTA,da_centros-21-22
4500908,Centro de Educación Permanente,Público,Público,Albox,Almería,Andalucía,"C/ Monterroel, nº 33",4800.0,950639638.0,04500908.edu@juntadeandalucia.es,,37.38800086607521,-2.1474543087022084,2021-22,,,,ALTA,da_centros-21-22
4500921,Sección de Educación Permanente,Público,Público,Zurgena,Almería,Andalucía,"Plaza de los Cinco Mártires, 2",4650.0,950639622.0,sepginesparra@hotmail.com,,37.342271461,-2.039666819,2021-22,,,,ALTA,da_centros-21-22
