codigo,nombre,tipo,titularidad,municipio,provincia,comunidad,direccion,codigo_postal,telefono,email,web,latitud,longitud,curso_academico,enseñanzas,especialidad,familia_fp,situacion,fuente
28002415,JAIME FERRAN,IES,Público,Collado Villalba,Madrid,Comunidad de Madrid,CALLE Matalpino 22,28400.0,918501571,ies.jaimeferran.colladovillalba@educa.madrid.org,http://www.educa.madrid.org/ies.jaimeferran.colladovillalba,41.048589,-4.009063,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28002580,MIGUEL CATALÁN,IES,Público,Coslada,Madrid,Comunidad de Madrid,AVDA de José Gárate s/n,28823.0,916727142,ies.miguelcatalan.coslada@educa.madrid.org,http://www.educa.madrid.org/ies.miguelcatalan.coslada,40.842227,-3.54459,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28003201,MATEMATICO PUIG ADAM,IES,Público,Getafe,Madrid,Comunidad de Madrid,CALLE Toledo 45,28901.0,916951024,ies.puigadam.getafe@educa.madrid.org,http://www.educa.madrid.org/ies.puigadam.getafe,40.707271,-3.740131,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28003304,ALARNES,IES,Público,Getafe,Madrid,Comunidad de Madrid,CALLE Toledo 44,28901.0,916814203,ies.alarnes.getafe@educa.madrid.org,http://www.educa.madrid.org/ies.alarnes.getafe,40.709768,-3.739295,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28003882,JOSE DE CHURRIGUERA,IES,Público,Leganés,Madrid,Comunidad de Madrid,CALLE Constitución de Cádiz 1,28914.0,916946011,ies.churriguera.leganes@educa.madrid.org,http://www.educa.madrid.org/ies.churriguera.leganes,40.732994,-3.766813,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28003894,LUIS VIVES,IES,Público,Leganés,Madrid,Comunidad de Madrid,PASEO de la Ermita 15,28918.0,916807712,ies.luisvives.leganes@educa.madrid.org,http://www.educa.madrid.org/ies.luisvives.leganes,40.748871,-3.769637,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28003900,MARIA ZAMBRANO,IES,Público,Leganés,Madrid,Comunidad de Madrid,CALLE Alpujarras 52,28915.0,916880222,ies.mariazambrano.leganes@educa.madrid.org,http://www.educa.madrid.org/ies.mariazambrano.leganes,40.740402,-3.752164,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28004059,CERVANTES,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Embajadores 70,28012.0,915285061,ies.cervantes.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.cervantes.madrid,40.81589,-3.70752,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28009884,TEIDE IV,CPR FPE,Concertado,Madrid,Madrid,Comunidad de Madrid,CALLE de Alcalá 339,28027.0,914087311,cc.teideiv.madrid@educa.madrid.org,http://www.educa.madrid.org/cc.teideiv.madrid,40.843422,-3.651965,2024-25,CFGM|CFGS,Técnico Superior en Administración y Finanzas | Técnico en Gestión Administrativa,Administración y Gestión,ALTA,centros_educativos
28013899,EL ESPINILLO,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de la Unanimidad 15,28041.0,917239150,ies.elespinillo.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.elespinillo.madrid,40.771554,-3.692723,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28015756,VALDEBERNARDO,IES,Público,Madrid,Madrid,Comunidad de Madrid,BULEV de Indalecio Prieto 1,28032.0,913016099,ies.valdebernardo.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.valdebernardo.madrid,40.815187,-3.622816,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28018228,VIRGEN DE LA LUZ,CPR FPE,Privado,Madrid,Madrid,Comunidad de Madrid,CALLE de Francisco Brizuela 1,28011.0,917254886,cc.virgendelaluz.madrid@educa.madrid.org,www.centrocoviluz.com,40.819484,-3.743227,2024-25,CFGM|CFGS,Técnico Superior en Administración y Finanzas | Técnico en Gestión Administrativa,Administración y Gestión,BAJA,centros_educativos
28018344,SANTA TERESA DE JESUS,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE del Fomento 9,28013.0,915415996,ies.santateresa.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.santateresa.madrid,40.830551,-3.71446,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28018356,SANTAMARCA,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Puerto Rico 34,28016.0,913505122,ies.santamarca.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.santamarca.madrid,40.866232,-3.678188,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28018368,SANTA ENGRACIA,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Santa Engracia 13,28010.0,914477234,ies.santaengracia.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.santaengracia.madrid,40.839822,-3.70099,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28018381,ORTEGA Y GASSET,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE SANTA FE 4,28008.0,915476635,ies.ortegaygasset.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.ortegaygasset.madrid,40.84167,-3.74026,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28018423,INSTITUTO POLITECNICO N.1 DEL EJERCITO,IES,Público,Madrid,Madrid,Comunidad de Madrid,AVDA de Carabanchel Alto 17,28044.0,,ies.numerounoejercito.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.numerounoejercito.madrid,40.779659,-3.757407,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28018435,EMILIO CASTELAR,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Río de Oro 4,28019.0,914713243,ies.emiliocastelar.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.emiliocastelar.madrid,40.798744,-3.73446,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28018460,ARCIPRESTE DE HITA,IES,Público,Madrid,Madrid,Comunidad de Madrid,RONDA Sur 6,28053.0,917858510,ies.arciprestedehita.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.arciprestedehita.madrid,40.786532,-3.675373,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28018472,SAN CRISTOBAL DE LOS ANGELES,IES,Público,Madrid,Madrid,Comunidad de Madrid,PLAZA de los Pinazo 7,28021.0,917972584,ies.sancristobal.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.sancristobal.madrid,40.752628,-3.693866,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28018484,CARLOS MARIA RODRIGUEZ DE VALCARCEL,IES,Público,Madrid,Madrid,Comunidad de Madrid,PLAZA del Encuentro 4,28030.0,914393570,ies.rodriguezdevalcarcel.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.rodriguezdevalcarcel.madrid,40.815085,-3.65598,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28018514,AFUERA II,CPR FPE,Privado,Madrid,Madrid,Comunidad de Madrid,CRA de San Francisco 11,28005.0,913653863,cc.afuera2.madrid@educa.madrid.org,http://www.afuera2.com,40.820767,-3.717248,2024-25,CFGM|CFGS,Técnico Superior en Administración y Finanzas | Técnico en Gestión Administrativa,Administración y Gestión,BAJA,centros_educativos
28018563,GONZALEZ CAÑADAS,CPR FPE,Concertado,Madrid,Madrid,Comunidad de Madrid,CALLE de Fuencarral 95,28004.0,914489500,cc.gonzalezcanadas.madrid@educa.madrid.org,,40.837074,-3.706025,2024-25,CFGM|CFGS,Técnico Superior en Administración y Finanzas | Técnico en Gestión Administrativa,Administración y Gestión,ALTA,centros_educativos
28018903,JOAQUÍN TURINA,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Guzmán el Bueno 92,28003.0,915539625,ies.joaquinturina.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.joaquinturina.madrid,40.850491,-3.716928,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28019117,LA QUINTANA,CPR FPE,Concertado,Madrid,Madrid,Comunidad de Madrid,CALLE de La Revoltosa 19,28031.0,913326349,quintana-dir@terra.es,,40.784511,-3.62554,2024-25,CFGM|CFGS,Técnico Superior en Administración y Finanzas | Técnico en Gestión Administrativa,Administración y Gestión,BAJA,centros_educativos
28019312,EL LAGO,IES,Público,Madrid,Madrid,Comunidad de Madrid,PASEO de la Puerta del Ángel s/n,28011.0,914796851,ies.ellago.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.ellago.madrid,40.825712,-3.737497,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28019351,SAN FERNANDO,IES,Público,Madrid,Madrid,Comunidad de Madrid,CTRA de Colmenar Viejo k13.5,28049.0,917342700,ies.sanfernando.madrid@educa.madrid.org,www.iessanfernando.com,40.938191,-3.693428,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28019464,TIRSO DE MOLINA,IES,Público,Madrid,Madrid,Comunidad de Madrid,AVDA de la Albufera 144,28038.0,913033173,ies.tirsodemolina.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.tirsodemolina.madrid,40.801097,-3.65704,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28019889,LOPE DE VEGA,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de San Bernardo 70,28015.0,915321362,ies.lopedevega.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.lopedevega.madrid,40.836991,-3.710721,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28019971,BARAJAS,IES,Público,Madrid,Madrid,Comunidad de Madrid,AVDA de América 119,28042.0,917426211,ies.barajas.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.barajas.madrid,40.861054,-3.602861,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28020119,GREGORIO MARAÑON,IES,Público,Madrid,Madrid,Comunidad de Madrid,AVDA de El Ferrol 43,28029.0,917310421,ies.gregoriomaranon.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.gregoriomaranon.madrid,40.884488,-3.714482,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28020201,BARRIO SIMANCAS,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Zaratán 6,28037.0,913041570,ies.barriosimancas.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.barriosimancas.madrid,40.839026,-3.629231,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28020341,VIRGEN DE LA PALOMA,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Francos Rodríguez 106,28039.0,913980300,ies.lapaloma.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.lapaloma.madrid,40.868992,-3.720177,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28020399,ESCUELA PROFESIONAL JAVERIANA,CPR FPE,Concertado,Madrid,Madrid,Comunidad de Madrid,CALLE de Alberto Aguilera 8,28015.0,914457350,cc.epjaveriana.madrid@educa.madrid.org,http://www.educa.madrid.org/cc.epjaveriana.madrid,40.839885,-3.711227,2024-25,CFGM|CFGS,Técnico Superior en Administración y Finanzas | Técnico en Gestión Administrativa,Administración y Gestión,ALTA,centros_educativos
28020545,CONDE DE ORGAZ,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Nápoles 56,28043.0,913884579,ies.condedeorgaz.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.condedeorgaz.madrid,40.870047,-3.650446,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28020557,CARLOS III,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Arcos de Jalón 116,28037.0,913064069,ies.carlostercero.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.carlostercero.madrid,40.834915,-3.618292,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28020570,SAN BLAS,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Arcos de Jalón 120,28037.0,913061148,ies.sanblas.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.sanblas.madrid,40.836375,-3.617084,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28020582,GÓMEZ MORENO,IES,Público,Madrid,Madrid,Comunidad de Madrid,AVDA de Hellín 5,28037.0,913209142,ies.gomezmoreno.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.gomezmoreno.madrid,40.842156,-3.619558,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28020624,REY PASTOR,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE del Corregidor José de Pasamonte 17,28030.0,914392661,ies.reypastor.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.reypastor.madrid,40.820658,-3.652039,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28020648,VALLECAS I,IES,Público,Madrid,Madrid,Comunidad de Madrid,AVDA de la Albufera 78,28038.0,914773809,ies.vallecasuno.madrid@educa.madrid.org,https://site.educa.madrid.org/ies.vallecasuno.madrid/,40.804911,-3.667214,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28020697,GARCIA MORENTE,IES,Público,Madrid,Madrid,Comunidad de Madrid,RONDA Sur 229,28053.0,917850714,,,40.783316,-3.669522,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,BAJA,centros_educativos
28020703,ENRIQUE TIERNO GALVAN,IES,Público,Madrid,Madrid,Comunidad de Madrid,"AVDA de Andalucía 6,200",28041.0,913171972,ies.tiernogalvan.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.tiernogalvan.madrid,40.78007,-3.699472,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28020715,PIO BAROJA,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Tolosa 2,28041.0,913412613,ies.piobaroja.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.piobaroja.madrid,40.782839,-3.723251,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28020727,PARQUE ALUCHE,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Maqueda 86,28024.0,917182610,ies.parquealuche.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.parquealuche.madrid,40.80012,-3.768427,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28020739,EIJO Y GARAY,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Severino Aznar Embid 6-8,28011.0,914632441,ies.eijogaray.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.eijogaray.madrid,40.81812,-3.743378,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28020806,NUESTRA SEÑORA DE LA ALMUDENA,IES,Público,Madrid,Madrid,Comunidad de Madrid,PLAZA de La Remonta 17,28039.0,915712857,ies.almudena.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.almudena.madrid,40.874091,-3.702716,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28020831,TETUAN DE LAS VICTORIAS,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE Vía Límite 14,28029.0,913146706,ies.tetuan.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.tetuan.madrid,40.883225,-3.701198,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28020855,CARDENAL HERRERA ORIA,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Fermín Caballero 68,28034.0,913781940,ies.cardenalherrera.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.cardenalherrera.madrid,40.89261,-3.7161,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28020892,BEATRIZ GALINDO,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Goya 10,28001.0,914314814,ies.beatrizgalindo.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.beatrizgalindo.madrid,40.835156,-3.690444,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28020909,ISABEL LA CATOLICA,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Alfonso XII 3,28014.0,915277878,ies.isabellacatolica.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.isabellacatolica.madrid,40.819483,-3.692498,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28020910,JUAN DE LA CIERVA,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de La Caoba 1,28005.0,915064610,ies.juandelacierva.madrid@educa.madrid.org,http://iesjuandelacierva.es,40.812143,-3.710741,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28020934,CARDENAL CISNEROS,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de los Reyes 4,28015.0,915224869,ies.cardenalcisnero.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.cardenalcisnero.madrid,40.834434,-3.712687,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28020946,SAN ISIDRO,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Toledo 39,28005.0,913651271,ies.sanisidro.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.sanisidro.madrid,40.822625,-3.71173,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28020958,EMPERATRIZ MARIA DE AUSTRIA,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Antonio de Leyva 84,28019.0,914692425,ies.emperatrizmaria.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.emperatrizmaria.madrid,40.797093,-3.721474,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28020961,CALDERON DE LA BARCA,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Antonio de Leyva 84,28019.0,915608300,ies.calderondelabar.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.calderondelabar.madrid,40.797093,-3.721474,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28021008,VISTA ALEGRE,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE del General Ricardos 177,28025.0,914628600,ies.vistaalegre.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.vistaalegre.madrid,40.795128,-3.740904,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28021252,PACIFICO,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Luis Mitjans 41,28007.0,915523979,ies.pacifico.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.pacifico.madrid,40.814067,-3.672807,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28021549,PALOMERAS VALLECAS,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE de Mercator 4,28031.0,913314503,ies.palomerasvallecas.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.palomerasvallecas.madrid,40.798007,-3.633479,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28021550,GARCIA MORATO,IES,Público,Madrid,Madrid,Comunidad de Madrid,CALLE del General Saliquet 34,28044.0,917056300,ies.garciamorato.madrid@educa.madrid.org,ies.garciamorato.madrid.educa.madrid.org,40.784081,-3.772414,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28021562,GRAN CAPITÁN,IES,Público,Madrid,Madrid,Comunidad de Madrid,PASEO de los Melancólicos 51,28005.0,913659190,ies.grancapitan.madrid@educa.madrid.org,http://www.educa.madrid.org/ies.grancapitan.madrid,40.813736,-3.724464,2024-25,ESO|Bachillerato|CFGM|CFGS,ESO | Bachillerato | Ciclos Formativos,Múltiples familias,ALTA,centros_educativos
28021604,AFUERA I,CPR FPE,Privado,Madrid,Madrid,Comunidad de Madrid,PLAZA de Santa Ana 13,28012.0,914295151,direcciontecnica@afuera.com,http://www.centroafuera.es,40.824342,-3.705523,2024-25,CFGM|CFGS,Técnico Superior en Administración y Finanzas | Técnico en Gestión Administrativa,Administración y Gestión,BAJA,centros_educativos
